-0.012,-0.029,1.4e-05,0.056,-0.044,-0.00017,-0.043,0.1,-0.00011,-0.062,0.039,-1.7e-05,0.022,-0.016,-8.4e-06
-0.0058,-0.034,1.7e-06,0.081,-0.013,-7.8e-05,-0.044,0.1,-0.00011,-0.061,0.038,-1.8e-05,0.016,-0.011,-1.8e-05
0.0025,-0.036,-4.1e-06,0.071,-0.036,-4.2e-05,-0.044,0.098,-0.00011,-0.059,0.037,-2e-05,0.013,-0.0048,-1.4e-05
0.0095,-0.041,-7e-06,0.061,-0.064,-1.6e-05,-0.043,0.094,-0.00011,-0.058,0.037,-2.1e-05,0.0087,-0.00023,-3.9e-06
0.015,-0.047,-7.1e-06,0.053,-0.065,1.2e-05,-0.042,0.09,-0.00011,-0.057,0.037,-2e-05,0.0026,0.0032,7.9e-06
0.02,-0.053,-4.5e-06,0.034,-0.035,3.9e-05,-0.04,0.085,-0.00011,-0.057,0.037,-1.9e-05,-0.0029,0.006,1.7e-05
0.023,-0.056,1e-06,0.023,-0.0027,7e-05,-0.038,0.079,-0.00011,-0.058,0.038,-1.7e-05,-0.0058,0.0073,1.9e-05
0.025,-0.056,9.6e-06,-0.034,0.0092,9.9e-05,-0.036,0.074,-0.00011,-0.058,0.039,-1.6e-05,-0.006,0.0079,1.5e-05
0.021,-0.055,2e-05,-0.11,0.066,0.00011,-0.033,0.068,-0.00011,-0.059,0.039,-1.4e-05,-0.0057,0.0043,8.6e-06
0.011,-0.049,3e-05,-0.13,0.06,7.2e-05,-0.032,0.063,-0.00011,-0.059,0.039,-1.4e-05,-0.0012,-0.0034,5e-06
-0.0015,-0.043,3.3e-05,-0.17,0.08,-9.8e-06,-0.031,0.058,-0.0001,-0.059,0.039,-1.3e-05,0.0023,-0.012,9.7e-06
-0.017,-0.035,2.6e-05,-0.2,0.081,-0.00012,-0.032,0.054,-9.9e-05,-0.059,0.037,-1.2e-05,0.007,-0.023,2e-05
-0.036,-0.028,8.1e-06,-0.16,0.078,-0.00023,-0.035,0.051,-9.7e-05,-0.058,0.034,-9e-06,0.011,-0.035,3.1e-05
-0.05,-0.021,-1.7e-05,-0.12,0.048,-0.00025,-0.039,0.049,-9.7e-05,-0.057,0.03,-5.8e-06,0.015,-0.043,3.1e-05
-0.059,-0.017,-3.7e-05,-0.054,-0.018,-0.00015,-0.045,0.047,-0.0001,-0.055,0.025,-3.5e-06,0.016,-0.048,1.2e-05
-0.062,-0.02,-4.3e-05,0.01,-0.096,4.2e-05,-0.051,0.045,-0.0001,-0.054,0.02,-4e-06,0.012,-0.048,-2.6e-05
-0.059,-0.029,-2.9e-05,0.032,-0.032,0.00022,-0.057,0.043,-0.00011,-0.053,0.016,-8.5e-06,0.0035,-0.044,-6.3e-05
-0.054,-0.032,-3.4e-06,0.058,-0.04,0.00029,-0.063,0.04,-0.00011,-0.053,0.012,-1.5e-05,-0.00017,-0.039,-5.9e-05
-0.047,-0.036,2.6e-05,0.096,-0.016,0.00029,-0.068,0.036,-0.00011,-0.053,0.008,-2e-05,-0.0044,-0.033,-3.4e-05
-0.036,-0.037,5.3e-05,0.13,0.047,0.00025,-0.072,0.032,-0.0001,-0.053,0.0052,-2.2e-05,-0.0064,-0.025,-7.5e-06
-0.022,-0.033,7.3e-05,0.18,0.013,0.00016,-0.075,0.029,-9.8e-05,-0.054,0.0032,-2.2e-05,-0.0036,-0.015,1.3e-05
